,worker_id,paid,task_id,batch_name,unit_id,try_last,try_current,action,time_submit,time_submit_parsed,doc_index,doc_id,doc_fact_check_ground_truth_label,doc_fact_check_ground_truth_value,doc_fact_check_source,doc_speaker_name,doc_speaker_party,doc_statement_date,doc_statement_description,doc_statement_text,doc_evidence_url,doc_completeness_value,doc_completeness_label,doc_completeness_index,doc_completeness_description,doc_comprehensibility_value,doc_comprehensibility_label,doc_comprehensibility_index,doc_comprehensibility_description,doc_precision_value,doc_precision_label,doc_precision_index,doc_precision_description,doc_informativeness_value,doc_informativeness_label,doc_informativeness_index,doc_informativeness_description,doc_unbiasedness_value,doc_unbiasedness_label,doc_unbiasedness_index,doc_unbiasedness_description,doc_accuracy_value,doc_accuracy_label,doc_accuracy_index,doc_accuracy_description,doc_speaker's-trustworthiness_value,doc_speaker's-trustworthiness_label,doc_speaker's-trustworthiness_index,doc_speaker's-trustworthiness_description,doc_truthfulness_value,doc_truthfulness_label,doc_truthfulness_index,doc_truthfulness_description,doc_confidence_value,doc_confidence_label,doc_confidence_index,doc_confidence_description,doc_accesses,doc_time_elapsed,doc_time_start,doc_time_end,global_outcome,global_form_validity,gold_checks,time_spent_check,time_check_amount,quartile,mean
693,5fbae54831099083583afff0,True,FakeNewsMultidimensional,V4-Prolific-1,unit_169,1,1,Next,"Wed, 24 Aug 2022 08:47:22 GMT",2022-08-24 08:47:22 00:00,3.0,ohios-mandel-repeats-false-claim-stolen-2020-elect,pants-on-fire,0.0,Politifact,Josh Mandel,DEM,2022-07-14,"stated on February 25, 2022 in a speech at the 2022 CPAC meeting in Florida:",The 2020 election âwas stolen from Donald J. Trump.â,https://www.allsides.com/blog/facts-vs-myths-was-2020-election-stolen,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,2.0,completely-agree,4.0,,1.0,362.07,1661329918.92,1661330280.99,True,True,True,True,True,correct_false,1.1
697,600628028f2211980fd1632c,True,FakeNewsMultidimensional,V4-Prolific-1,unit_198,1,1,Finish,"Tue, 23 Aug 2022 14:03:55 GMT",2022-08-23 14:03:55 00:00,7.0,david-perdue-distorts-facts-georgia-agreement-abse,pants-on-fire,0.0,Politifact,David Perdue,REP,2022-04-24,"stated on April 24, 2022 in a debate:",A consent decree approved by Gov. Brian Kemp âinvalidated all voter ID lawâ and âallowed fraudulent ballots to be acceptedâ in the 2020 race.,https://www.usatoday.com/story/news/factcheck/2020/11/18/fact-check-partly-false-claim-gov-brian-kemp-and-2018-election/6327447002/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,133.35,1661262743.94,1661262877.28,True,True,True,True,True,wrong_false,2.5
708,603ecd847a63f50124aa5822,True,FakeNewsMultidimensional,V4-Prolific-1,unit_130,1,1,Next,"Tue, 23 Aug 2022 11:56:36 GMT",2022-08-23 11:56:36 00:00,2.0,tax-shift-lou-greenwald-sets-truth-o-meter-ablaze-,pants-on-fire,0.0,Politifact,Lou Greenwald,DEM,2022-07-06,"stated on July 15, 2012 in an interview on 6abcâs âInside Storyâ:","Says raising the state income tax rate on millionaires to offset property taxes for other residents is ""not a tax increase. It's a tax shift.""",https://lao.ca.gov/1999/020299_property_tax_shift.html,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,0.0,neutral,2.0,,1.0,23.92,1661255570.75,1661255594.67,True,True,True,True,True,wrong_false,3.5
716,6056bcf1cee7a41435889255,True,FakeNewsMultidimensional,V4-Prolific-1,unit_13,2,2,Next,"Mon, 22 Aug 2022 15:48:22 GMT",2022-08-22 15:48:22 00:00,4.0,ohio-gop-candidate-falsely-says-more-votes-registe,pants-on-fire,0.0,Politifact,Mike Gibbons,REP,2022-03-28,"stated on March 28, 2022 in a Republican debate:","According to the Census Bureau, â5 million more people voted than were registered to voteâ in the 2020 election.",https://www.yahoo.com/news/fact-check-were-more-votes-170024415.html,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,2.0,106.08,1661182613.55,1661182703.28,True,True,True,True,True,other,1.8
725,6061fff2c21e787791b1d052,True,FakeNewsMultidimensional,V4-Prolific-1,unit_143,1,1,Next,"Tue, 23 Aug 2022 12:31:50 GMT",2022-08-23 12:31:50 00:00,3.0,do-republicans-want-throw-doctors-who-break-aborti,pants-on-fire,0.0,Politifact,National Republican Senatorial Committee,REP,2022-05-03,"stated on May 3, 2022 in a memo to Republican senate candidates and lawmakers:",âRepublicans DO NOT want to throw doctorsâ in jail.,https://www.statesman.com/story/news/politics/politifact/2022/05/07/fact-check-do-republicans-seek-criminalize-providing-an-abortion/9676456002/,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,700.22,1661256056.55,1661256756.77,True,True,True,True,True,other,2.0
730,60674e08ad872b4cd378a9df,True,FakeNewsMultidimensional,V4-Prolific-1,unit_121,1,1,Next,"Tue, 23 Aug 2022 11:43:58 GMT",2022-08-23 11:43:58 00:00,0.0,jd-vance-says-transgender-rights-drives-looming-co,pants-on-fire,0.0,Politifact,J.D. Vance,REP,2022-02-19,"stated on February 19, 2022 in an interview with Steve Bannon:","Says Joe Biden risks war with Russia because Vladimir Putin doesnât âbelieve in transgender rights.""",https://www.latestly.com/socially/social-viral/fact-check/jdvance1-said-that-biden-risks-war-with-russia-because-putin-doesnt-believe-in-latest-tweet-by-politifact-3394830.html,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,-1.0,partially-disagree,1.0,,1.0,33.58,1661254413.0,1661254446.58,True,True,True,True,True,correct_false,1.2
743,607a7c3112ff1d9371319ed6,True,FakeNewsMultidimensional,V4-Prolific-1,unit_124,1,1,Next,"Tue, 23 Aug 2022 12:08:15 GMT",2022-08-23 12:08:15 00:00,5.0,bob-good-invents-position-ketanji-brown-jackson-la,pants-on-fire,0.0,Politifact,Bob Good,DEM,2022-03-22,"stated on March 22, 2022 in a radio interview.:",Ketanji Brown Jackson âbelieves in abortion on demand up to the moment of birth.â,https://www.lifenews.com/2022/03/29/factcheck-yes-ketanji-brown-jackson-would-uphold-roe-v-wade-and-abortion-on-demand/,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,4.0,mostly-true,4.0,,0.0,neutral,2.0,,1.0,146.63,1661255769.39,1661255916.02,True,True,True,True,True,other,1.6
744,6095fc75ab1d101e060d808b,True,FakeNewsMultidimensional,V4-Prolific-1,unit_5,1,1,Next,"Tue, 23 Aug 2022 14:13:04 GMT",2022-08-23 14:13:04 00:00,6.0,research-submitted-fda-consideration-vaccine-autho,pants-on-fire,0.0,Politifact,Chip Roy,REP,2022-02-01,"stated on February 1, 2022 in a tweet:","Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 â with zero basis in science â to make billions of dollars.""",https://www.texasstandard.org/stories/fact-check-how-accurate-is-congressman-chip-roys-claim-that-pfizer-vaccine-for-kids-under-age-5-has-zero-basis-in-science/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,barely-true,2.0,,1.0,partially-agree,3.0,,1.0,428.57,1661262290.39,1661262718.96,True,True,True,True,True,other,1.4444444444444444
759,60b8a78e2fda6a8aa542f667,True,FakeNewsMultidimensional,V4-Prolific-1,unit_10,1,1,Next,"Mon, 22 Aug 2022 16:22:04 GMT",2022-08-22 16:22:04 00:00,5.0,republican-senate-hopeful-claims-montana-sen-jon-t,pants-on-fire,0.0,Politifact,Matthew Rosendale,REP,2022-07-18,"stated on July 31, 2017 in Voices of Montana radio show:","Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",https://www.montanarightnow.com/top_story/sen-daines-tester-rep-rosendale-and-gov-gianforte-release-statements-on-bidens-gun-control-executive/article_1b5241da-988c-11eb-93a4-0b397d92dd7e.html,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,4.0,mostly-true,4.0,,1.0,partially-agree,3.0,,1.0,320.23,1661183743.09,1661184063.31,True,True,True,True,True,wrong_false,3.3
767,60bd28cc95ab27d4f4f6ada3,True,FakeNewsMultidimensional,V4-Prolific-1,unit_162,1,1,Next,"Tue, 23 Aug 2022 12:39:53 GMT",2022-08-23 12:39:53 00:00,5.0,republican-senate-hopeful-claims-montana-sen-jon-t,pants-on-fire,0.0,Politifact,Matthew Rosendale,REP,2022-07-18,"stated on July 31, 2017 in Voices of Montana radio show:","Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",https://www.ontheissues.org/Domestic/Jon_Tester_Gun_Control.htm,-2.0,completely-disagree,0.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,1.0,false,1.0,,2.0,completely-agree,4.0,,1.0,153.82,1661257887.8,1661258041.62,True,True,True,True,True,wrong_false,3.3
770,60c382725a7a55abef2e8e99,True,FakeNewsMultidimensional,V4-Prolific-1,unit_141,1,1,Next,"Tue, 23 Aug 2022 15:04:34 GMT",2022-08-23 15:04:34 00:00,0.0,gov-john-kasich-says-his-turnpike-plan-would-lower,pants-on-fire,0.0,Politifact,John Kasich,DEM,2022-03-22,"stated on March 20, 2013 in an interview televised March 22 on âState of Ohioâ:","Says that his transportation budget and Ohio Turnpike plan ""would make sure we have lower tolls than weâve had through the history of the turnpike.""",https://www.wtol.com/article/news/kasich-no-oh-turnpike-lease-raised-tolls-layoffs/512-f13e464e-fe61-4a11-826e-5970d9a16485,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,0.0,neutral,2.0,,1.0,25.24,1661266102.0,1661266127.24,True,True,True,True,True,wrong_false,3.0
782,60ca4cfb5c287146cad0695a,True,FakeNewsMultidimensional,V4-Prolific-1,unit_180,1,1,Next,"Tue, 23 Aug 2022 13:25:56 GMT",2022-08-23 13:25:56 00:00,4.0,research-submitted-fda-consideration-vaccine-autho,pants-on-fire,0.0,Politifact,Chip Roy,REP,2022-02-01,"stated on February 1, 2022 in a tweet:","Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 â with zero basis in science â to make billions of dollars.""",https://www.yahoo.com/news/fact-check-review-pfizer-vaccine-170008690.html,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,3.0,half-true,3.0,,0.0,neutral,2.0,,1.0,132.4,1661260461.5,1661260593.89,True,True,True,True,True,other,1.4444444444444444
787,60cf382898b50ef89e5efab3,True,FakeNewsMultidimensional,V4-Prolific-1,unit_53,1,1,Next,"Tue, 23 Aug 2022 09:55:01 GMT",2022-08-23 09:55:01 00:00,1.0,greene-twists-logic-and-facts-pedophilia-charge-ag,pants-on-fire,0.0,Politifact,Marjorie Taylor Greene,REP,2022-04-04,"stated on April 4, 2022 in a tweet:","Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney âare pro-pedophile.â",https://www.mediaite.com/politics/marjorie-taylor-greene-goes-on-alarming-rant-declaring-democrats-the-party-of-pedophiles/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,59.96,1661248103.53,1661248163.49,True,True,True,True,True,correct_false,1.2
794,60ef2700e476748689a999f7,True,FakeNewsMultidimensional,V4-Prolific-1,unit_166,1,1,Next,"Tue, 23 Aug 2022 15:01:13 GMT",2022-08-23 15:01:13 00:00,0.0,republican-senate-hopeful-claims-montana-sen-jon-t,pants-on-fire,0.0,Politifact,Matthew Rosendale,REP,2022-07-18,"stated on July 31, 2017 in Voices of Montana radio show:","Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",https://www.ontheissues.org/Domestic/Jon_Tester_Gun_Control.htm,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,5.0,true,5.0,,1.0,partially-agree,3.0,,1.0,16.1,1661266423.0,1661266439.1,True,True,True,True,True,wrong_false,3.3
801,60f6e261d3ae19349059a473,True,FakeNewsMultidimensional,V4-Prolific-1,unit_103,1,1,Finish,"Tue, 23 Aug 2022 14:44:54 GMT",2022-08-23 14:44:54 00:00,7.0,ohio-gop-candidate-falsely-says-more-votes-registe,pants-on-fire,0.0,Politifact,Mike Gibbons,REP,2022-03-28,"stated on March 28, 2022 in a Republican debate:","According to the Census Bureau, â5 million more people voted than were registered to voteâ in the 2020 election.",https://www.statesman.com/story/news/politics/politifact/2022/04/06/fact-check-were-there-more-votes-than-registered-voters-2020/9469305002/,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,3.0,half-true,3.0,,1.0,partially-agree,3.0,,1.0,43.82,1661265654.3,1661265698.12,True,True,True,True,True,other,1.8
809,60f722b3a83e22a28e18860e,True,FakeNewsMultidimensional,V4-Prolific-1,unit_159,1,1,Finish,"Tue, 23 Aug 2022 13:38:50 GMT",2022-08-23 13:38:50 00:00,7.0,claim-nominee-ketanji-brown-jackson-wants-defund-p,pants-on-fire,0.0,Politifact,Mick McGuire,REP,2022-03-24,"stated on March 24, 2022 in an ad:","Ketanji Brown Jackson has ""a weak record â defund police, abolish ICE and now a completely open border policy.""",https://ground.news/article/fact-check-does-scotus-nominee-ketanji-brown-jackson-have-a-record-on-defunding-the-police,-1.0,partially-disagree,1.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,235.98,1661259144.54,1661259380.52,True,True,True,True,True,other,1.5
821,60fbed5d2532f7768e7b5a29,True,FakeNewsMultidimensional,V4-Prolific-1,unit_111,1,1,Next,"Tue, 23 Aug 2022 11:41:54 GMT",2022-08-23 11:41:54 00:00,3.0,greene-twists-logic-and-facts-pedophilia-charge-ag,pants-on-fire,0.0,Politifact,Marjorie Taylor Greene,REP,2022-04-04,"stated on April 4, 2022 in a tweet:","Says Sens. Lisa Murkowski, Susan Collins and Mitt Romney âare pro-pedophile.â",https://www.businessinsider.com/mtg-calls-gop-senators-pro-pedophile-for-jackson-scotus-support-2022-4,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,2.0,completely-agree,4.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,279.99,1661254137.39,1661254417.38,True,True,True,True,True,correct_false,1.2
824,60fcb7afde5ab78707e377d6,True,FakeNewsMultidimensional,V4-Prolific-1,unit_149,1,1,Next,"Tue, 23 Aug 2022 14:46:49 GMT",2022-08-23 14:46:49 00:00,6.0,gov-john-kasich-says-his-turnpike-plan-would-lower,pants-on-fire,0.0,Politifact,John Kasich,DEM,2022-03-22,"stated on March 20, 2013 in an interview televised March 22 on âState of Ohioâ:","Says that his transportation budget and Ohio Turnpike plan ""would make sure we have lower tolls than weâve had through the history of the turnpike.""",https://ohiocapitaljournal.com/2021/03/29/ohio-transportation-budget-what-to-know-and-how-it-impacts-you/,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,4.0,mostly-true,4.0,,0.0,neutral,2.0,,1.0,45.56,1661265853.93,1661265899.49,True,True,True,True,True,wrong_false,3.0
837,60fde74940100db428b34a06,True,FakeNewsMultidimensional,V4-Prolific-1,unit_98,1,1,Next,"Tue, 23 Aug 2022 11:33:57 GMT",2022-08-23 11:33:57 00:00,3.0,do-republicans-want-throw-doctors-who-break-aborti,pants-on-fire,0.0,Politifact,National Republican Senatorial Committee,REP,2022-05-03,"stated on May 3, 2022 in a memo to Republican senate candidates and lawmakers:",âRepublicans DO NOT want to throw doctorsâ in jail.,https://www.wral.com/fact-check-gop-group-says-republicans-don-t-want-to-throw-abortion-doctors-in-jail/20280486/,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,149.54,1661253995.04,1661254144.58,True,True,True,True,True,other,2.0
842,60fe12e72041bc1636d08771,True,FakeNewsMultidimensional,V4-Prolific-1,unit_14,1,1,Next,"Mon, 22 Aug 2022 15:40:41 GMT",2022-08-22 15:40:41 00:00,0.0,no-these-mass-shootings-werent-plot-protect-hillar,pants-on-fire,0.0,Politifact,Ted Nugent,REP,2022-06-14,"stated on June 14, 2022 in a Facebook post:",Three mass shootings were meant to distract from Hillary Clinton controversies.,https://pointofview.net/articles/hillarys-22-biggest-scandals-ever/,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,23.16,1661182389.0,1661182412.16,True,True,True,True,True,correct_false,0.8
851,61023ddd66a4dc36a987307c,True,FakeNewsMultidimensional,V4-Prolific-1,unit_25,1,1,Next,"Mon, 22 Aug 2022 15:57:54 GMT",2022-08-22 15:57:54 00:00,1.0,common-core-testing-homosexual-possibly-can,pants-on-fire,0.0,Politifact,Charles Van Zant,REP,2022-05-16,"stated on March 22, 2014 in speech in March publicized May 16 by Think Progress:","A company hired to do Common Core testing in Florida will ""attract every one of your children to become as homosexual as they possibly can.""",https://www.msnbc.com/msnbc/florida-rep-says-common-core-turns-kids-gay-msna332071,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,82.93,1661183122.51,1661183205.44,True,True,True,True,True,correct_false,0.7
859,61071450feadc0a059bcf95c,True,FakeNewsMultidimensional,V4-Prolific-1,unit_0,1,1,Next,"Mon, 22 Aug 2022 12:57:44 GMT",2022-08-22 12:57:44 00:00,1.0,do-republicans-want-throw-doctors-who-break-aborti,pants-on-fire,0.0,Politifact,National Republican Senatorial Committee,REP,2022-05-03,"stated on May 3, 2022 in a memo to Republican senate candidates and lawmakers:",âRepublicans DO NOT want to throw doctorsâ in jail.,https://www.pewresearch.org/fact-tank/2017/11/08/transgender-issues-divide-republicans-and-democrats/,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,0.0,neutral,2.0,,-2.0,completely-disagree,0.0,,2.0,barely-true,2.0,,1.0,partially-agree,3.0,,1.0,75.85,1661172621.35,1661172697.21,True,True,True,True,True,other,2.0
871,6107f04303b4dfbf37e46cb6,True,FakeNewsMultidimensional,V4-Prolific-1,unit_77,1,1,Next,"Tue, 23 Aug 2022 14:45:24 GMT",2022-08-23 14:45:24 00:00,5.0,republican-senate-hopeful-claims-montana-sen-jon-t,pants-on-fire,0.0,Politifact,Matthew Rosendale,REP,2022-07-18,"stated on July 31, 2017 in Voices of Montana radio show:","Says Sen. Jon Tester ""believes that we should have a national registration so that the people of Montana should have to ask permission before they purchase a gun, ask permission from the federal government.""",https://senate.ontheissues.org/Domestic/Jon_Tester_Gun_Control.htm,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,3.0,half-true,3.0,,-1.0,partially-disagree,1.0,,1.0,317.76,1661264894.1,1661265211.86,True,True,True,True,True,wrong_false,3.3
874,610ea8594ef0dfd35a9f98cb,True,FakeNewsMultidimensional,V4-Prolific-1,unit_100,1,1,Next,"Tue, 23 Aug 2022 11:35:29 GMT",2022-08-23 11:35:29 00:00,0.0,claim-nominee-ketanji-brown-jackson-wants-defund-p,pants-on-fire,0.0,Politifact,Mick McGuire,REP,2022-03-24,"stated on March 24, 2022 in an ad:","Ketanji Brown Jackson has ""a weak record â defund police, abolish ICE and now a completely open border policy.""",https://www.cnn.com/2022/02/02/politics/ketanji-brown-jackson-profile/index.html,1.0,partially-agree,3.0,,2.0,completely-agree,4.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,38.14,1661253864.0,1661253902.14,True,True,True,True,True,other,1.5
883,6111234ac8cfa49e38acbfb4,True,FakeNewsMultidimensional,V4-Prolific-1,unit_175,1,1,Next,"Wed, 24 Aug 2022 13:15:10 GMT",2022-08-24 13:15:10 00:00,1.0,research-submitted-fda-consideration-vaccine-autho,pants-on-fire,0.0,Politifact,Chip Roy,REP,2022-02-01,"stated on February 1, 2022 in a tweet:","Pfizer is ""literally using the force of government and the culture of fear to jab children under 5 â with zero basis in science â to make billions of dollars.""",https://www.texasstandard.org/stories/fact-check-how-accurate-is-congressman-chip-roys-claim-that-pfizer-vaccine-for-kids-under-age-5-has-zero-basis-in-science/,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,-2.0,completely-disagree,0.0,,0.0,lie,0.0,,2.0,completely-agree,4.0,,1.0,53.92,1661346393.47,1661346447.39,True,True,True,True,True,other,1.4444444444444444
888,6112ffdc288bd3e0ab310e22,True,FakeNewsMultidimensional,V4-Prolific-1,unit_192,1,1,Next,"Tue, 23 Aug 2022 13:57:23 GMT",2022-08-23 13:57:23 00:00,6.0,tulsi-gabbard-falsely-claims-us-not-so-different-r,pants-on-fire,0.0,Politifact,Tulsi Gabbard,DEM,2022-03-15,"stated on March 15, 2022 in a Fox News appearance:","""What is happening here is not so different from what we're seeing happening in Russia, where you have got state TV and controlled messaging across the board.""",https://www.poynter.org/fact-checking/2022/tulsi-gabbard-falsely-claimed-the-us-is-not-so-different-from-russia-on-freedom-of-speech/,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,91.54,1661262387.75,1661262479.29,True,True,True,True,True,other,2.1
897,61151fdceebe67102a0983ad,True,FakeNewsMultidimensional,V4-Prolific-1,unit_178,1,1,Finish,"Tue, 23 Aug 2022 13:29:40 GMT",2022-08-23 13:29:40 00:00,7.0,courts-have-repeatedly-upheld-grants-gableman-says,pants-on-fire,0.0,Politifact,Michael Gableman,REP,2022-03-07,"stated on March 7, 2022 in TV interview:","Five Wisconsin cities received money for the 2020 election from Mark Zuckerberg, which amounted to ""a wave of massive election bribery.""",https://www.msn.com/en-us/news/politics/politifact-wisconsin-did-five-wi-cities-receive-money-for-the-2020-election-from-mark-zuckerberg/vi-AAVfqoV,-1.0,partially-disagree,1.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,-1.0,partially-disagree,1.0,,0.0,neutral,2.0,,1.0,false,1.0,,1.0,partially-agree,3.0,,1.0,425.59,1661260211.82,1661260637.4,True,True,True,True,True,other,2.2
906,6117efedb574017076d5b499,True,FakeNewsMultidimensional,V4-Prolific-1,unit_199,1,1,Next,"Tue, 23 Aug 2022 13:42:06 GMT",2022-08-23 13:42:06 00:00,0.0,suozzi-calling-hochul-interim-governor-s-misleadin,pants-on-fire,0.0,Politifact,Tom Suozzi,DEM,2022-01-04,"stated on January 4, 2022 in a Tweet:",Hochul is an âinterim Governor.â,https://wnynewsnow.com/2021/03/15/borrello-says-hochul-would-be-capable-in-interim-governor-role/,0.0,neutral,2.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,1.0,partially-agree,3.0,,0.0,neutral,2.0,,0.0,neutral,2.0,,1.0,partially-agree,3.0,,3.0,half-true,3.0,,0.0,neutral,2.0,,1.0,71.01,1661261691.0,1661261762.01,True,True,True,True,True,wrong_false,3.2
918,611c18741383827821a91823,True,FakeNewsMultidimensional,V4-Prolific-1,unit_168,1,1,Next,"Tue, 23 Aug 2022 13:00:38 GMT",2022-08-23 13:00:38 00:00,4.0,suozzi-calling-hochul-interim-governor-s-misleadin,pants-on-fire,0.0,Politifact,Tom Suozzi,DEM,2022-01-04,"stated on January 4, 2022 in a Tweet:",Hochul is an âinterim Governor.â,https://en.wikipedia.org/wiki/Kathy_Hochul,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,2.0,completely-agree,4.0,,1.0,partially-agree,3.0,,-2.0,completely-disagree,0.0,,-1.0,partially-disagree,1.0,,-1.0,partially-disagree,1.0,,1.0,false,1.0,,2.0,completely-agree,4.0,,1.0,80.66,1661259324.07,1661259404.73,True,True,True,True,True,wrong_false,3.2
